date,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,ORCL,AMD,IBM
2025-01-02,243.85,418.58,189.43,220.22,138.31,599.24,379.28,166.03,120.63,219.94
2025-01-03,243.36,423.35,191.79,224.19,144.47,604.63,410.44,166.32,125.37,222.65
2025-01-06,245.0,427.85,196.87,227.61,149.43,630.2,411.05,165.69,129.55,222.67
2025-01-07,242.21,422.37,195.49,222.11,140.14,617.89,394.36,162.03,127.33,223.96
2025-01-08,242.7,424.56,193.95,222.13,140.11,610.72,394.94,163.14,121.84,223.18
2025-01-10,236.85,418.95,192.04,218.94,135.91,615.86,394.74,154.5,116.04,219.75
2025-01-13,234.4,417.19,191.01,218.46,133.23,608.33,403.31,153.92,117.32,217.4
2025-01-14,233.28,415.67,189.66,217.76,131.76,594.25,396.36,156.31,116.09,217.75
2025-01-15,237.87,426.31,195.55,223.35,136.24,617.12,428.22,158.31,119.96,220.03
2025-01-16,228.26,424.58,192.91,220.66,133.57,611.3,413.82,159.54,118.44,222.66
2025-01-17,229.98,429.03,196.0,225.94,137.71,612.77,426.5,161.03,121.46,224.79
2025-01-21,222.64,428.5,198.05,230.71,140.83,616.46,424.07,172.57,122.28,224.26
2025-01-22,223.83,446.2,198.37,235.01,147.07,623.5,415.11,184.22,123.75,223.26
2025-01-23,223.66,446.71,197.98,235.42,147.22,636.45,412.38,186.47,123.04,226.04
2025-01-24,222.78,444.06,200.21,234.85,142.62,647.49,406.58,183.6,122.84,224.8
2025-01-27,229.86,434.56,191.81,235.42,118.42,659.88,397.15,158.28,115.01,224.13
2025-01-28,238.26,447.2,195.3,238.15,128.99,674.33,398.09,164.0,114.17,225.66
2025-01-29,239.36,442.33,195.41,237.07,123.7,676.49,389.1,162.02,117.35,228.63
2025-01-30,237.59,414.99,200.87,234.64,124.65,687.0,400.28,170.38,118.86,258.27
2025-01-31,236.0,415.06,204.02,237.68,120.07,689.18,404.6,170.06,115.95,255.7
2025-02-03,228.01,410.92,201.23,237.42,116.66,697.46,383.68,168.6,114.27,260.73
2025-02-04,232.8,412.37,206.38,242.06,118.65,704.19,392.21,167.89,119.5,264.46
2025-02-05,232.47,413.29,191.33,236.17,124.83,704.87,378.17,171.66,112.01,263.3
2025-02-06,233.22,415.82,191.6,238.83,128.68,711.99,374.32,172.35,110.16,253.44
2025-02-07,227.63,409.75,185.34,229.15,129.84,714.52,361.62,174.46,107.56,252.34
2025-02-10,227.65,412.22,186.47,233.14,133.57,717.4,350.73,178.92,110.48,249.27
2025-02-11,232.62,411.44,185.32,232.76,132.8,719.8,328.5,177.19,111.1,254.7
2025-02-12,236.87,409.04,183.61,228.93,131.14,725.38,336.51,172.22,111.72,255.81
2025-02-13,241.53,410.54,186.14,230.37,135.29,728.56,355.94,173.86,111.81,259.19
2025-02-14,244.6,408.43,185.23,228.68,138.85,736.67,355.84,174.16,113.1,261.28
2025-02-18,244.47,409.64,183.77,226.65,139.4,716.37,354.11,179.8,114.28,263.07
2025-02-19,244.87,414.77,185.27,226.63,139.23,703.77,360.56,181.52,114.69,264.32
2025-02-20,245.83,416.13,184.56,222.88,140.11,694.84,354.4,176.0,114.17,264.74
2025-02-21,245.55,408.21,179.66,216.58,134.43,683.55,337.8,167.81,110.84,261.48
2025-02-24,247.1,404.0,179.25,212.71,130.28,668.13,330.53,169.96,108.11,261.87
2025-02-25,247.04,397.9,175.42,212.8,126.63,657.5,302.8,168.54,103.96,257.75
2025-02-26,240.36,399.73,172.73,214.35,131.28,673.7,290.8,172.47,104.74,255.84
2025-02-27,237.3,392.53,168.5,208.74,120.15,658.24,281.95,164.76,99.51,253.23
2025-02-28,241.84,396.99,170.28,212.28,124.92,668.2,292.98,166.06,99.86,252.44
2025-03-03,238.03,388.49,167.01,205.02,114.06,655.05,284.65,162.02,98.23,250.19
2025-03-04,235.93,388.61,170.92,203.8,115.99,640.0,272.04,157.47,100.75,253.21
2025-03-05,235.74,401.02,173.02,208.36,117.3,656.47,279.1,161.56,101.67,251.35
2025-03-06,235.33,396.89,172.35,200.7,110.57,627.93,263.45,150.94,98.85,248.69
2025-03-07,239.07,393.31,173.86,199.25,112.69,625.66,262.67,155.16,100.31,261.54
2025-03-10,227.48,380.16,165.87,194.54,106.98,597.99,222.15,148.79,96.63,256.9
2025-03-11,220.84,380.45,164.04,196.59,108.76,605.71,230.58,144.18,96.76,248.95
2025-03-12,216.98,383.27,167.11,198.89,115.74,619.56,248.09,150.89,100.79,249.63
2025-03-13,209.68,378.77,162.76,193.89,115.58,590.64,240.68,147.66,98.11,245.8
2025-03-14,213.49,388.56,165.49,197.95,121.67,607.6,249.98,149.27,100.97,248.35
2025-03-17,214.0,388.7,164.29,195.74,119.53,604.9,238.01,154.01,104.59,252.97
2025-03-18,212.69,383.52,160.67,192.82,115.43,582.36,225.31,149.45,103.51,246.95
2025-03-19,215.24,387.82,163.89,195.54,117.52,584.06,235.86,152.45,106.23,252.29
2025-03-20,214.1,386.84,162.8,194.95,118.53,586.0,236.26,152.72,107.14,243.32
2025-03-21,218.27,391.26,163.99,196.21,117.7,596.25,248.71,152.23,106.44,243.87
2025-03-24,220.73,393.08,167.68,203.26,121.41,618.85,278.39,154.87,113.85,248.45
2025-03-25,223.75,395.16,170.56,205.71,120.69,626.31,288.14,153.93,114.81,249.9
2025-03-26,221.53,389.97,165.06,201.13,113.76,610.98,272.06,147.8,110.19,250.34
2025-03-27,223.85,390.58,162.24,201.36,111.43,602.58,273.13,145.78,106.65,246.21
2025-03-28,217.9,378.8,154.33,192.72,109.67,576.74,263.55,140.87,103.22,244.0
2025-03-31,222.13,375.39,154.64,190.26,108.38,576.36,259.16,139.81,102.74,248.66
2025-04-01,223.19,382.19,157.07,192.17,110.15,586.0,268.46,141.94,102.78,250.34
2025-04-02,223.89,382.14,157.04,196.01,110.42,583.93,282.76,145.86,102.96,249.98
2025-04-03,203.19,373.11,150.72,178.41,101.8,531.62,267.28,137.23,93.8,243.49
2025-04-04,188.38,359.84,145.6,171.0,94.31,504.73,239.43,128.27,85.76,227.48
2025-04-07,181.46,357.86,146.75,175.26,97.64,516.25,233.29,127.16,83.64,225.78
2025-04-08,172.42,354.56,144.7,170.66,96.3,510.45,221.86,124.5,78.21,221.03
2025-04-09,198.85,390.49,158.71,191.1,114.33,585.77,272.2,139.69,96.84,235.31
2025-04-10,190.42,381.35,152.82,181.22,107.57,546.29,252.4,133.35,88.7,229.55
2025-04-11,198.15,388.45,157.14,184.87,110.93,543.57,252.31,132.35,93.4,235.48
2025-04-14,202.52,387.81,159.07,182.12,110.71,531.48,252.35,134.64,94.5,239.06
2025-04-15,202.14,385.73,156.31,179.59,112.2,521.52,254.11,133.94,95.29,240.7
2025-04-16,194.27,371.61,153.33,174.33,104.49,502.31,241.55,129.76,88.29,238.57
2025-04-17,196.98,367.78,151.16,172.61,101.49,501.48,241.37,128.62,87.5,238.81
2025-04-21,193.16,359.12,147.67,167.32,96.91,484.66,227.5,122.82,85.56,236.22
2025-04-22,199.74,366.82,151.47,173.18,98.89,500.28,237.97,127.24,86.26,240.9
2025-04-23,204.6,374.39,155.35,180.6,102.71,520.27,250.74,131.4,90.39,245.48
2025-04-24,208.37,387.3,159.28,186.54,106.43,533.15,259.51,137.51,94.47,229.33
2025-04-25,209.28,391.85,161.96,188.99,111.01,547.27,284.95,138.49,96.65,232.41
2025-04-28,210.14,391.16,160.61,187.7,108.73,549.74,285.88,140.14,96.39,236.16
2025-04-29,211.21,394.04,160.16,187.39,109.02,554.44,292.03,140.79,96.06,239.39
2025-04-30,212.5,395.26,158.8,184.42,108.92,549.0,282.16,140.72,97.35,241.82
2025-05-01,213.32,425.4,161.3,190.2,111.61,572.21,280.52,145.49,96.65,239.66
2025-05-02,205.35,435.28,164.03,189.98,114.5,597.02,287.21,150.73,98.8,245.55
2025-05-05,198.89,436.17,164.21,186.35,113.82,599.27,280.26,149.29,100.59,249.18
2025-05-06,198.51,433.31,163.23,185.01,113.54,587.31,275.35,147.7,98.62,249.12
2025-05-07,196.25,433.35,151.38,188.71,117.06,596.81,276.22,149.37,100.36,253.37
2025-05-08,197.49,438.17,154.28,192.08,117.37,598.01,284.82,150.3,101.7,254.14
2025-05-09,198.53,438.73,152.75,193.06,116.65,592.49,298.26,150.34,102.84,249.2
2025-05-12,210.79,449.26,158.46,208.64,123.0,639.43,318.38,157.22,108.12,253.69
2025-05-13,212.93,449.14,159.53,211.37,129.93,656.03,334.07,162.27,112.46,258.59
2025-05-14,212.33,452.94,165.37,210.25,135.34,659.36,347.68,162.95,117.72,257.82
2025-05-15,211.45,453.13,163.96,205.17,134.83,643.88,342.82,159.4,114.99,266.68
2025-05-16,211.26,454.27,166.19,205.59,135.4,640.34,349.98,160.49,117.17,266.76
2025-05-19,208.78,458.87,166.54,206.16,135.57,640.43,342.09,159.64,114.74,268.41
2025-05-20,206.86,458.17,163.98,204.07,134.38,637.1,343.82,160.31,113.51,266.95
2025-05-21,202.09,452.57,168.56,201.12,131.8,635.5,334.62,157.18,112.06,260.87
2025-05-22,201.36,454.86,170.87,203.1,132.83,636.57,341.04,157.31,110.71,258.37
2025-05-23,195.27,450.18,168.47,200.99,131.29,627.06,339.34,155.97,110.31,258.63
2025-05-27,200.21,460.69,172.9,206.02,135.5,642.32,362.89,161.91,114.56,263.23
2025-05-28,200.42,457.36,172.36,204.72,134.81,643.58,356.9,163.85,112.86,260.24
2025-05-29,199.95,458.68,171.86,205.7,139.19,645.05,358.43,162.9,113.03,258.69
2025-05-30,200.85,460.36,171.74,205.01,135.13,647.49,346.46,165.53,110.73,259.06
2025-06-02,201.7,461.97,169.03,206.65,137.38,670.9,342.69,166.57,114.63,263.9
2025-06-03,203.27,462.97,166.18,205.71,141.22,666.85,344.27,169.14,117.31,265.2
2025-06-04,202.82,463.87,168.05,207.23,141.92,687.95,332.05,168.1,118.58,265.52
2025-06-05,200.63,467.68,168.21,207.91,139.99,684.62,284.7,171.14,115.69,266.86
2025-06-06,203.92,470.38,173.68,213.57,141.72,697.71,295.14,174.02,116.19,268.87
2025-06-09,201.45,472.75,176.09,216.98,142.63,694.06,308.58,177.15,121.73,272.08
2025-06-10,202.67,470.92,178.6,217.61,143.96,702.4,326.09,177.48,123.24,276.24
2025-06-11,198.78,472.62,177.35,213.2,142.83,694.14,326.43,176.38,121.14,281.52
2025-06-12,199.2,478.87,175.7,213.24,145.0,693.36,319.11,199.86,118.5,281.03
2025-06-13,196.45,474.96,174.67,212.1,141.97,682.87,325.31,215.22,116.16,277.22
2025-06-16,198.42,479.14,176.77,216.1,144.69,702.12,329.13,211.1,126.39,281.83
2025-06-17,195.64,478.04,175.95,214.82,144.12,697.23,316.35,208.18,127.1,283.05
2025-06-18,196.58,480.24,173.32,212.52,145.48,695.77,322.05,210.87,126.79,283.21
2025-06-20,201.0,477.4,166.64,209.69,143.85,682.35,322.16,205.17,128.24,280.97
2025-06-23,201.5,486.0,165.19,208.47,144.17,698.53,348.68,207.04,129.58,289.18
2025-06-24,200.3,490.11,166.77,212.77,147.9,712.2,340.47,215.27,138.43,293.79
2025-06-25,201.56,492.27,170.68,211.99,154.31,708.68,327.55,210.72,143.4,291.06
2025-06-26,201.0,497.45,173.54,217.12,155.02,726.09,325.78,212.82,143.68,291.93
2025-06-27,201.08,495.94,178.53,223.3,157.75,733.63,323.63,210.24,143.81,289.7
2025-06-30,205.17,497.41,176.23,219.39,157.99,738.09,317.66,218.63,141.9,294.78
2025-07-01,207.82,492.05,175.84,220.46,153.3,719.22,300.71,218.96,136.11,291.2
2025-07-02,212.44,491.09,178.64,219.92,157.25,713.57,315.65,229.98,138.52,287.65
2025-07-03,213.55,498.84,179.53,223.41,159.34,719.01,315.35,237.32,137.91,291.97
2025-07-07,209.95,497.72,176.79,223.47,158.24,718.35,293.94,232.26,134.8,292.47
2025-07-08,210.01,496.62,174.36,219.36,160.0,720.67,297.81,234.5,137.82,290.42
2025-07-09,211.14,503.51,176.62,222.54,162.88,732.78,295.88,235.81,138.41,290.14
2025-07-10,212.41,501.48,177.62,222.26,164.1,727.24,309.87,235.0,144.16,287.43
2025-07-11,211.16,503.32,180.19,225.02,164.92,717.51,313.51,230.56,146.42,283.59
2025-07-14,208.62,503.02,181.56,225.69,164.07,720.92,316.9,229.28,146.24,283.79
2025-07-15,209.11,505.82,182.0,226.35,170.7,710.39,310.78,234.96,155.61,282.7
2025-07-16,210.16,505.62,182.97,223.19,171.37,702.91,321.67,241.3,160.08,281.92
2025-07-17,210.02,511.7,183.58,223.88,173.0,701.41,319.41,248.75,160.41,282.0
2025-07-18,211.18,510.05,185.06,226.13,172.41,704.28,329.65,245.45,156.99,285.87
2025-07-21,212.48,510.06,190.1,229.3,171.38,712.97,328.49,243.54,157.0,284.71
2025-07-22,214.4,505.27,191.34,227.47,167.03,704.81,332.11,238.11,154.72,281.96
2025-07-23,214.15,505.87,190.23,228.29,170.78,713.58,332.56,241.9,158.65,282.01
2025-07-24,213.76,510.88,192.17,232.23,173.74,714.8,305.3,242.83,162.12,260.51
2025-07-25,213.88,513.71,193.18,231.44,173.5,712.68,316.06,245.12,166.47,259.72
2025-07-28,214.05,512.5,192.58,232.79,176.75,717.63,325.59,247.71,173.66,263.21
2025-07-29,211.27,512.57,195.75,231.01,175.51,700.0,321.2,249.98,177.44,262.41
2025-07-30,209.05,513.24,196.53,230.19,179.27,695.21,319.04,250.6,179.51,260.26
2025-07-31,207.57,533.5,191.9,234.11,177.87,773.44,308.27,253.77,176.31,253.15
2025-08-01,202.38,524.11,189.13,214.75,173.72,750.01,302.63,244.42,171.7,250.05
2025-08-04,203.35,535.64,195.04,211.65,180.0,776.37,309.26,252.53,176.78,251.98
2025-08-05,202.92,527.75,194.67,213.75,178.26,763.46,308.72,255.67,174.31,250.67
2025-08-06,213.25,524.94,196.09,222.31,179.42,771.99,319.91,256.43,163.12,252.28
2025-08-07,220.03,520.84,196.52,223.13,180.77,761.83,322.27,249.39,172.4,250.16
2025-08-08,229.35,522.04,201.42,222.69,182.7,769.3,329.65,250.05,172.76,242.27
2025-08-11,227.18,521.77,201.0,221.3,182.06,765.87,339.03,252.68,172.28,236.3
2025-08-12,229.65,529.24,203.34,221.47,183.16,790.0,340.84,253.86,174.95,234.77
2025-08-13,233.33,520.58,201.96,224.56,181.59,780.08,339.38,244.18,184.42,240.07
2025-08-14,232.78,522.48,202.94,230.98,182.02,782.13,335.58,244.96,180.95,237.11
2025-08-15,231.59,520.17,203.9,231.03,180.45,785.23,330.56,248.28,177.51,239.72
2025-08-18,230.89,517.1,203.5,231.49,182.01,767.37,335.16,249.07,176.14,239.45
2025-08-19,230.56,509.77,201.57,228.01,175.64,751.48,329.31,234.62,166.55,241.28
2025-08-20,226.01,505.72,199.32,223.81,175.4,747.72,323.9,235.06,165.2,242.55
2025-08-21,224.9,504.24,199.75,221.95,174.98,739.1,320.11,233.16,163.71,239.4
2025-08-22,227.76,507.23,206.09,228.84,177.99,754.79,340.01,236.37,167.76,242.09
2025-08-25,227.16,504.26,208.49,227.94,179.81,753.3,346.6,235.41,163.36,239.43
2025-08-26,229.31,502.04,207.14,228.71,181.77,754.1,351.67,234.21,166.62,242.63
2025-08-27,230.49,506.74,207.48,229.12,181.6,747.38,349.6,235.81,167.13,244.84
2025-08-28,232.56,509.64,211.64,231.6,180.17,751.11,345.98,240.32,168.58,245.73
2025-08-29,232.14,506.69,212.91,229.0,174.18,738.7,333.87,226.13,162.63,243.49
2025-09-02,229.72,505.12,211.35,225.34,170.78,735.11,329.36,225.3,162.32,241.5
2025-09-03,238.47,505.35,230.66,225.99,170.62,737.05,334.09,223.45,162.13,244.1
2025-09-04,239.78,507.97,232.3,235.68,171.66,748.65,338.53,223.0,161.79,247.18
2025-09-05,239.69,495.0,235.0,232.33,167.02,752.45,350.84,232.8,151.14,248.53
2025-09-08,237.88,498.2,234.04,235.84,168.31,752.3,346.4,238.48,151.41,256.09
2025-09-09,234.35,498.41,239.63,238.24,170.76,765.7,346.97,241.51,155.82,259.11
2025-09-10,226.79,500.37,239.17,230.33,177.33,751.98,347.79,328.33,159.54,256.88
2025-09-11,230.03,501.01,240.37,229.95,177.17,750.9,368.81,307.86,155.67,257.01
2025-09-12,234.07,509.9,240.8,228.15,177.82,755.59,395.94,292.18,158.57,253.44
2025-09-15,236.7,515.36,251.61,231.43,177.75,764.7,410.04,302.14,161.16,256.24
2025-09-16,238.15,509.04,251.16,234.05,174.88,779.0,421.62,306.65,160.46,257.52
2025-09-17,238.99,510.02,249.53,231.62,170.29,775.72,425.86,301.41,159.16,259.08
2025-09-18,237.88,508.45,252.03,231.23,176.24,780.25,416.85,296.62,157.92,265.0
2025-09-19,245.5,517.93,254.72,231.48,176.67,778.38,426.07,308.66,157.39,266.4
2025-09-22,256.08,514.45,252.53,227.63,183.61,765.16,434.21,328.15,159.79,271.37
2025-09-23,254.43,509.23,251.66,220.71,178.43,755.4,425.85,313.83,160.9,272.24
2025-09-24,252.31,510.15,247.14,220.21,176.97,760.66,442.79,308.46,160.88,267.53
2025-09-25,256.87,507.03,245.79,218.15,177.69,748.91,423.39,291.33,161.27,281.44
2025-09-26,255.46,511.46,246.54,219.78,178.19,743.75,440.4,283.46,159.46,284.31
2025-09-29,254.43,514.6,244.05,222.17,181.85,743.4,443.21,282.76,161.36,279.8
2025-09-30,254.63,517.95,243.1,219.57,186.58,734.38,444.72,281.24,161.79,282.16
2025-10-01,255.45,519.71,244.9,220.63,187.24,717.34,459.46,289.01,164.01,286.49
2025-10-02,257.13,515.74,245.69,222.41,188.89,727.05,436.0,288.78,169.73,286.72
2025-10-03,258.02,517.35,245.35,219.51,187.62,710.56,429.83,286.14,164.67,288.37
2025-10-06,256.69,528.57,250.43,220.9,185.54,715.66,453.25,291.59,203.71,289.42
2025-10-07,256.48,523.98,245.76,221.78,185.04,713.08,433.09,284.24,211.51,293.87
2025-10-08,258.06,524.85,244.62,225.22,189.11,717.84,438.69,288.63,235.56,289.46
2025-10-09,254.04,522.4,241.53,227.74,192.57,733.51,435.54,296.96,232.89,288.23
2025-10-10,245.27,510.96,236.57,216.37,183.16,705.3,413.49,292.96,214.9,277.82
2025-10-13,247.66,514.05,244.15,220.07,188.32,715.7,435.9,308.01,216.42,277.22
2025-10-14,247.77,513.57,245.45,216.39,180.03,708.65,429.24,299.0,218.09,276.15
2025-10-15,249.34,513.43,251.03,215.57,179.83,717.55,435.15,303.62,238.6,280.75
2025-10-16,247.45,511.61,251.46,214.47,181.81,712.07,428.75,313.0,234.56,275.97
2025-10-17,252.29,513.58,253.3,213.04,183.22,716.92,439.31,291.31,233.08,281.28
2025-10-20,262.24,516.79,256.55,216.48,182.64,732.17,447.43,277.18,240.56,283.65
2025-10-21,262.77,517.66,250.46,222.03,181.16,733.27,442.6,275.15,238.03,282.05
2025-10-22,258.45,520.54,251.69,217.95,180.28,733.41,438.97,272.66,230.23,287.51
2025-10-23,259.58,520.56,253.08,221.09,182.16,734.0,448.98,280.07,234.99,285.0
2025-10-24,262.82,523.61,259.92,224.21,186.26,738.36,433.72,283.33,252.92,307.46
2025-10-27,268.81,531.52,269.27,226.97,191.49,750.82,452.42,281.4,259.67,313.09
2025-10-28,269.0,542.07,267.47,229.25,201.03,751.44,460.55,280.83,258.01,312.57
2025-10-29,269.7,541.55,274.57,230.3,207.04,751.67,461.51,275.3,264.33,308.21
2025-10-30,271.4,525.76,281.48,222.86,202.89,666.47,440.1,256.89,254.84,310.06
2025-10-31,270.37,517.81,281.19,244.22,202.49,648.35,456.56,262.61,256.12,307.41
2025-11-03,269.05,517.03,283.72,254.0,206.88,637.71,468.37,257.85,259.65,304.73
2025-11-04,270.04,514.33,277.54,249.32,198.69,627.32,444.26,248.17,250.05,300.85
2025-11-05,270.14,507.16,284.31,250.2,195.21,635.95,462.07,250.31,256.33,306.77
2025-11-06,269.77,497.1,284.75,243.04,188.08,618.94,445.91,243.8,237.7,312.42
2025-11-07,268.47,496.82,278.83,244.41,188.15,621.71,429.52,239.26,233.54,306.38
2025-11-10,269.43,506.0,290.1,248.4,199.05,631.76,445.23,240.83,243.98,309.13
2025-11-11,275.25,508.68,291.31,249.1,193.16,627.08,439.62,236.15,237.52,313.72
2025-11-12,273.47,511.14,286.71,244.2,193.8,609.01,430.6,226.99,258.89,314.98
2025-11-13,272.95,503.29,278.57,237.58,186.86,609.89,401.99,217.57,247.96,304.86
2025-11-14,272.41,510.18,276.41,234.69,190.17,609.46,404.35,222.85,246.81,305.69
2025-11-17,267.46,507.49,285.02,232.87,186.6,602.01,408.92,219.86,240.52,297.17
2025-11-18,267.44,493.79,284.28,222.55,181.36,597.69,401.25,220.49,230.29,289.95
2025-11-19,268.56,487.12,292.81,222.69,186.52,590.32,403.99,225.53,223.55,288.53
2025-11-20,266.25,478.43,289.45,217.14,180.64,589.15,395.23,210.69,206.02,290.4
2025-11-21,271.49,472.12,299.66,220.69,178.88,594.25,391.09,198.76,203.78,297.44
2025-11-24,275.92,474.0,318.58,226.28,182.55,613.05,417.78,200.28,215.05,304.12
2025-11-25,276.97,476.99,323.44,229.67,177.82,636.22,419.4,197.03,206.13,304.48
2025-11-26,277.55,485.5,319.95,229.16,180.26,633.61,426.58,204.96,214.24,303.21
2025-11-28,278.85,492.01,320.18,233.22,177.0,647.95,430.17,201.95,217.53,308.58
2025-12-01,283.1,486.74,314.89,233.88,179.92,640.87,430.14,200.94,219.76,305.67
2025-12-02,286.19,490.0,315.81,234.42,181.46,647.1,429.24,201.1,215.24,301.78
2025-12-03,284.15,477.73,319.63,232.38,179.59,639.6,446.74,207.73,217.6,302.62
2025-12-04,280.7,480.84,317.62,229.11,183.38,661.53,454.53,214.33,215.98,307.99
2025-12-05,278.78,483.16,321.27,229.53,182.41,673.42,455.0,217.58,217.97,307.94
2025-12-08,277.89,491.02,313.72,226.89,185.55,666.8,439.58,220.54,221.11,309.18
2025-12-09,277.18,492.02,317.08,227.92,184.97,656.96,445.17,221.53,221.62,310.48
2025-12-10,278.78,478.56,320.21,231.78,183.78,650.13,451.45,223.01,221.42,312.67
2025-12-11,278.03,483.47,312.43,230.28,180.93,652.71,446.89,198.85,221.43,310.74
2025-12-12,278.28,478.53,309.29,226.19,175.02,644.23,458.96,189.97,210.78,309.24
2025-12-15,274.11,474.82,308.22,222.54,176.29,647.51,475.31,184.92,207.58,308.66
2025-12-16,274.61,476.39,306.57,222.56,177.72,657.15,489.88,188.65,209.17,303.18
2025-12-17,271.84,476.12,296.72,221.27,170.94,649.5,467.26,178.46,198.11,303.32
2025-12-18,272.19,483.98,302.46,226.76,174.14,664.45,483.37,180.03,201.06,300.45
2025-12-19,273.67,485.92,307.16,227.35,180.99,658.77,481.2,191.97,213.43,300.98
2025-12-22,270.97,484.92,309.78,228.43,183.69,661.5,488.73,198.38,214.95,302.79
2025-12-23,272.36,486.85,314.35,232.14,189.21,664.94,485.56,195.34,214.9,303.78
2025-12-24,273.81,488.02,314.09,232.38,188.61,667.55,485.4,197.49,215.04,304.56
2025-12-26,273.4,487.71,313.51,232.52,190.53,663.29,475.19,197.99,214.99,305.09
2025-12-29,273.76,487.1,313.56,232.07,188.22,658.69,459.64,195.38,215.61,305.74
2025-12-30,273.08,487.48,313.85,232.53,187.54,665.95,454.43,197.21,215.34,302.05
2025-12-31,271.86,483.62,313.0,230.82,186.5,660.09,449.72,194.91,214.16,296.21
