date,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,ORCL,AMD,IBM
2020-01-02,75.09,160.62,68.43,94.9,6.0,209.78,28.68,53.95,49.1,129.35
2020-01-03,74.36,158.62,68.08,93.75,5.9,208.67,29.53,53.76,48.6,128.32
2020-01-06,74.95,159.03,69.89,95.14,5.93,212.6,30.1,54.04,48.39,128.09
2020-01-07,74.6,157.58,69.76,95.34,6.0,213.06,31.27,54.16,48.25,128.17
2020-01-08,75.8,160.09,70.25,94.6,6.01,215.22,32.81,54.13,47.83,129.24
2020-01-09,77.41,162.09,70.99,95.05,6.08,218.3,32.09,54.38,48.97,130.61
2020-01-10,77.58,161.34,71.45,94.16,6.11,218.06,31.88,54.45,48.165,130.56
2020-01-13,79.24,163.28,72.0,94.57,6.3,221.91,34.99,54.58,48.745,130.48
2020-01-14,78.17,162.13,71.53,93.47,6.18,219.06,35.86,54.88,48.21,129.73
2020-01-15,77.83,163.18,71.96,93.1,6.14,221.15,34.57,54.76,48.545,130.49
2020-01-16,78.81,166.17,72.51,93.9,6.22,221.77,34.23,55.43,49.77,131.79
2020-01-17,79.68,167.1,73.98,93.24,6.23,222.14,34.03,55.13,50.93,132.11
2020-01-21,79.14,166.5,74.11,94.6,6.2,221.44,36.48,55.22,51.05,132.93
2020-01-22,79.43,165.7,74.21,94.37,6.25,221.32,37.97,54.72,51.43,137.44
2020-01-23,79.81,166.72,74.23,94.23,6.32,219.76,38.15,54.98,51.71,136.46
2020-01-24,79.58,165.04,73.31,93.08,6.26,217.94,37.65,54.07,50.35,134.26
2020-01-27,77.24,162.28,71.59,91.42,6.01,214.87,37.2,52.69,49.26,132.4
2020-01-28,79.42,165.46,72.53,92.66,6.2,217.79,37.79,53.46,50.53,133.29
2020-01-29,81.08,168.04,72.83,92.9,6.14,223.23,38.73,53.2,47.51,131.52
2020-01-30,80.97,172.78,72.71,93.53,6.15,209.53,42.72,53.31,48.78,130.64
2020-01-31,77.38,170.23,71.64,100.44,5.91,201.91,43.37,52.45,47.0,137.29
2020-02-03,77.17,174.38,74.13,100.21,6.01,204.19,52.0,53.09,48.02,139.71
2020-02-04,79.71,180.12,72.27,102.48,6.18,209.83,59.14,54.04,49.45,142.42
2020-02-05,80.36,179.9,72.3,101.99,6.27,210.11,48.98,54.74,49.84,149.32
2020-02-06,81.3,183.63,73.8,102.51,6.36,210.85,49.93,54.71,49.32,149.73
2020-02-07,80.01,183.89,73.96,103.96,6.29,212.33,49.87,54.72,49.73,146.53
2020-02-10,80.39,188.7,75.43,106.7,6.57,213.06,51.42,54.99,52.26,147.51
2020-02-11,79.9,184.44,75.5,107.54,6.7,207.19,51.63,55.15,53.8,146.6
2020-02-12,81.8,184.71,75.93,108.0,6.81,210.76,51.15,55.73,53.89,148.35
2020-02-13,81.22,183.71,75.67,107.49,6.77,213.14,53.6,55.31,54.53,147.39
2020-02-14,81.24,185.35,75.94,106.74,7.24,214.18,53.34,55.47,55.31,143.94
2020-02-18,79.75,187.23,75.97,107.78,7.41,217.8,57.23,55.45,56.89,144.33
2020-02-19,80.91,187.28,76.24,108.51,7.87,217.49,61.16,55.44,58.9,144.1
2020-02-20,80.08,184.42,75.85,107.65,7.72,214.58,59.96,55.51,57.27,144.44
2020-02-21,78.26,178.59,74.17,104.8,7.35,210.18,60.07,54.68,53.28,143.12
2020-02-24,74.55,170.89,70.99,100.46,6.83,200.72,55.59,52.65,49.12,139.86
2020-02-25,72.02,168.07,69.32,98.64,6.55,196.77,53.33,50.96,47.57,135.36
2020-02-26,73.16,170.17,69.52,98.98,6.69,197.2,51.92,52.05,47.49,133.48
2020-02-27,68.38,158.18,65.75,94.21,6.32,189.75,45.27,50.78,44.01,127.14
2020-02-28,68.34,162.01,66.96,94.19,6.75,192.47,44.53,49.46,45.48,124.31
2020-03-02,74.7,172.79,69.32,97.7,6.91,196.44,49.57,50.9,47.46,128.28
2020-03-03,72.33,164.51,66.89,95.45,6.65,185.89,49.7,48.85,46.75,123.12
2020-03-04,75.69,170.55,69.08,98.79,7.11,191.76,49.97,50.54,50.11,128.2
2020-03-05,73.23,166.27,65.74,96.2,6.83,185.17,48.3,48.0,48.11,123.74
2020-03-06,72.26,161.57,64.79,95.05,6.65,181.09,46.9,47.37,48.59,122.0
2020-03-09,66.54,150.62,60.79,90.03,6.14,169.5,40.53,46.01,43.27,112.53
2020-03-10,71.33,160.92,63.76,94.59,6.53,178.19,43.02,48.58,45.38,119.18
2020-03-11,68.86,153.63,60.55,91.04,6.16,170.24,42.28,44.72,45.7,112.68
2020-03-12,62.06,139.06,55.58,83.83,5.41,154.47,37.37,39.8,39.01,98.2
2020-03-13,69.49,158.83,60.71,89.25,6.02,170.28,36.44,47.93,43.9,103.11
2020-03-16,60.55,135.42,53.65,84.46,4.91,146.01,29.67,42.72,38.71,94.64
2020-03-17,63.22,146.57,55.9,90.39,5.43,149.42,28.68,46.86,41.88,101.87
2020-03-18,61.67,140.4,54.56,91.5,5.07,146.96,24.08,47.27,39.12,98.91
2020-03-19,61.2,142.71,55.58,94.05,5.32,153.13,28.51,45.07,39.82,95.84
2020-03-20,57.31,137.35,53.41,92.3,5.14,149.73,28.5,45.65,39.61,91.11
2020-03-23,56.09,135.98,52.71,95.14,5.32,148.1,28.95,44.19,41.64,90.52
2020-03-24,61.72,148.34,56.5,97.0,6.23,160.98,33.67,47.84,46.22,100.75
2020-03-25,61.38,146.92,55.08,94.29,6.14,156.21,35.95,45.94,44.63,101.1
2020-03-26,64.61,156.11,58.15,97.77,6.43,163.34,35.21,50.48,47.5,107.83
2020-03-27,61.94,149.7,55.51,95.0,6.32,156.79,34.29,49.83,46.58,103.19
2020-03-30,63.7,160.23,57.32,98.2,6.64,165.95,33.48,50.36,47.86,107.87
2020-03-31,63.57,157.71,58.1,97.49,6.59,166.8,34.93,48.33,45.48,105.96
2020-04-01,60.23,152.11,55.11,95.39,6.08,159.6,32.1,48.71,43.66,100.43
2020-04-02,61.23,155.26,55.85,95.94,6.39,158.19,30.3,49.8,44.49,105.07
2020-04-03,60.35,153.83,54.64,95.33,6.1,154.18,32.0,49.4,42.59,101.57
2020-04-06,65.62,165.27,59.16,99.88,6.71,165.55,34.42,51.49,47.52,109.67
2020-04-07,64.86,163.49,59.13,100.58,6.48,168.83,36.36,50.76,47.56,109.79
2020-04-08,66.52,165.13,60.35,102.15,6.67,174.28,36.59,52.13,48.79,113.94
2020-04-09,67.0,165.14,60.33,102.14,6.57,175.19,38.2,53.18,48.38,116.05
2020-04-13,68.31,165.51,60.52,108.44,6.75,174.79,43.4,52.97,50.94,115.72
2020-04-14,71.76,173.7,63.26,114.17,7.1,178.17,47.33,54.0,54.93,118.35
2020-04-15,71.11,171.88,62.87,115.38,7.02,176.97,48.66,53.16,54.99,113.37
2020-04-16,71.67,177.04,62.87,120.41,7.37,176.25,49.68,53.7,56.95,110.54
2020-04-17,70.7,178.6,63.95,118.75,7.31,179.24,50.26,54.62,56.6,114.73
2020-04-20,69.23,175.06,63.06,119.68,7.18,178.24,49.76,53.91,56.97,115.01
2020-04-21,67.09,167.82,60.61,116.41,6.74,170.8,45.78,51.31,52.92,111.52
2020-04-22,69.03,173.52,62.92,118.17,7.15,182.28,48.81,52.27,55.92,113.96
2020-04-23,68.76,171.42,63.56,119.97,7.1,185.13,47.04,51.97,55.9,115.91
2020-04-24,70.74,174.55,63.83,120.51,7.24,190.07,48.34,53.01,56.18,119.13
2020-04-27,70.79,174.05,63.54,118.8,7.43,187.5,53.25,53.37,56.49,120.27
2020-04-28,69.65,169.81,61.63,115.7,7.28,182.91,51.27,53.2,55.51,120.61
2020-04-29,71.93,177.43,67.11,118.64,7.46,194.19,53.37,53.88,53.66,122.92
2020-04-30,73.45,179.21,67.33,123.7,7.31,204.71,52.13,52.97,52.39,119.93
2020-05-01,72.27,174.57,65.87,114.3,7.07,202.27,46.75,51.79,49.88,116.41
2020-05-04,73.29,178.84,66.15,115.8,7.28,205.26,50.75,51.75,52.56,116.22
2020-05-05,74.39,180.76,67.45,115.89,7.34,207.07,51.21,52.05,52.19,117.08
2020-05-06,75.16,182.54,67.27,117.56,7.44,208.47,52.17,51.86,52.16,117.65
2020-05-07,75.94,183.6,68.46,118.38,7.62,211.26,52.0,52.6,51.95,115.79
2020-05-08,77.53,184.68,69.22,118.98,7.81,212.35,54.63,53.57,53.19,117.48
2020-05-11,78.75,186.74,70.18,120.45,8.07,213.18,54.09,53.53,55.74,117.09
2020-05-12,77.85,182.51,68.76,117.85,7.8,210.1,53.96,52.27,53.76,114.87
2020-05-13,76.91,179.75,67.42,118.4,7.78,205.1,52.73,51.65,52.18,110.54
2020-05-14,77.39,180.53,67.84,119.44,8.03,206.81,53.56,52.91,54.51,111.71
2020-05-15,76.93,183.16,68.65,120.49,8.49,210.88,53.28,52.92,54.2,111.74
2020-05-18,78.74,184.91,69.26,121.31,8.75,213.19,54.24,53.15,54.59,116.11
2020-05-19,78.29,183.63,68.72,122.47,8.81,216.88,53.87,52.34,55.47,114.9
2020-05-20,79.81,185.66,70.46,124.9,8.97,229.97,54.37,52.9,56.39,115.94
2020-05-21,79.21,183.43,70.34,122.34,8.78,231.39,55.17,52.22,54.65,113.78
2020-05-22,79.72,183.51,70.66,121.84,9.03,234.91,54.46,52.62,55.17,113.08
2020-05-26,79.18,181.57,71.07,121.09,8.72,232.2,54.59,52.78,53.19,116.3
2020-05-27,79.53,181.81,71.01,120.52,8.53,229.14,54.68,53.2,52.74,119.91
2020-05-28,79.56,181.4,70.91,120.06,8.49,225.46,53.72,53.62,51.74,118.95
2020-05-29,79.49,183.25,71.68,122.12,8.88,225.09,55.67,53.77,53.8,119.3
2020-06-01,80.46,182.83,71.74,123.55,8.81,231.91,59.87,53.06,53.63,119.29
2020-06-02,80.83,184.91,72.12,123.62,8.83,232.72,58.77,53.28,53.54,120.35
2020-06-03,81.28,185.36,71.96,123.92,8.77,230.16,58.86,53.49,52.73,123.26
2020-06-04,80.58,182.92,70.72,123.03,8.77,226.29,57.63,52.85,52.63,123.11
2020-06-05,82.88,187.2,72.0,124.15,8.92,230.77,59.04,53.98,53.1,126.14
2020-06-08,83.37,188.36,72.4,126.2,8.81,231.4,63.33,55.1,52.97,129.66
2020-06-09,86.0,189.8,72.6,130.04,9.05,238.67,62.71,54.18,56.39,125.96
2020-06-10,88.21,196.84,73.24,132.37,9.37,236.73,68.34,54.11,57.44,124.05
2020-06-11,83.98,186.27,70.1,127.9,8.8,224.43,64.86,51.31,52.83,112.72
2020-06-12,84.7,187.74,70.65,127.25,8.93,228.58,62.35,51.86,53.5,116.44
2020-06-15,85.75,188.94,71.04,128.63,9.17,232.5,66.06,53.25,54.68,116.2
2020-06-16,88.02,193.57,72.32,130.76,9.07,235.65,65.48,54.59,54.46,119.54
2020-06-17,87.9,194.24,72.63,132.05,9.24,235.53,66.12,51.52,54.55,118.58
2020-06-18,87.93,196.32,71.71,132.7,9.22,235.94,66.93,53.69,54.04,118.59
2020-06-19,87.43,195.15,71.23,133.75,9.26,238.79,66.73,54.4,54.23,116.98
2020-06-22,89.72,200.57,72.53,135.69,9.53,239.22,66.29,55.12,54.76,115.64
2020-06-23,91.63,201.91,73.2,138.22,9.45,242.24,66.79,55.19,53.99,114.06
2020-06-24,90.02,197.84,71.64,136.72,9.24,234.02,64.06,54.44,52.39,111.2
2020-06-25,91.21,200.34,72.06,137.73,9.49,235.68,65.73,54.53,51.93,113.69
2020-06-26,88.41,196.33,68.13,134.64,9.15,216.08,63.98,54.18,50.1,111.94
2020-06-29,90.45,198.44,69.86,134.02,9.2,220.64,67.29,54.76,50.28,114.38
2020-06-30,91.2,203.51,70.9,137.94,9.5,227.07,71.99,55.27,52.61,115.36
2020-07-01,91.03,204.7,72.1,143.93,9.53,237.55,74.64,55.49,52.58,113.23
2020-07-02,91.03,206.26,73.5,144.51,9.61,233.42,80.58,55.94,52.34,114.33
2020-07-06,93.46,210.7,74.98,152.85,9.84,240.28,91.44,56.6,53.4,114.8
2020-07-07,93.17,208.25,74.5,150.01,9.87,240.86,92.66,56.31,52.93,112.31
2020-07-08,95.34,212.83,75.18,154.06,10.22,243.58,91.06,56.66,53.43,112.43
2020-07-09,95.68,214.32,75.93,159.13,10.51,244.5,92.95,57.53,57.255,110.52
2020-07-10,95.92,213.67,76.95,160.0,10.48,245.07,102.98,57.39,55.88,113.04
2020-07-13,95.48,207.07,75.61,155.2,10.05,239.0,99.8,57.01,53.59,113.86
2020-07-14,97.06,208.35,76.04,154.2,10.38,239.73,101.12,57.2,54.72,115.19
2020-07-15,97.73,208.04,75.84,150.44,10.23,240.28,103.07,56.62,55.34,117.49
2020-07-16,96.52,203.92,75.75,149.99,10.13,240.93,100.04,55.82,54.92,118.45
2020-07-17,96.33,202.88,75.84,148.1,10.2,242.03,100.06,54.9,55.04,119.5
2020-07-20,98.36,211.6,78.19,159.84,10.51,245.42,109.53,55.4,57.46,120.7
2020-07-21,97.0,208.75,77.8,156.91,10.33,241.75,104.56,55.91,57.0,120.41
2020-07-22,97.27,211.75,78.24,155.0,10.44,239.87,106.16,56.01,61.79,122.9
2020-07-23,92.85,202.54,75.84,149.33,10.13,232.6,100.87,55.76,59.57,121.62
2020-07-24,92.62,201.3,75.41,150.45,10.19,230.71,94.47,55.65,69.4,120.15
2020-07-27,94.81,203.85,76.47,152.76,10.42,233.5,102.64,55.34,68.97,120.55
2020-07-28,93.25,202.02,75.18,150.02,10.22,230.12,98.43,55.35,67.61,118.89
2020-07-29,95.04,204.06,76.18,151.68,10.47,233.29,99.94,55.7,76.09,119.7
2020-07-30,96.19,203.9,76.92,152.59,10.61,234.5,99.17,55.25,78.2,117.39
2020-07-31,106.26,205.01,74.4,158.23,10.61,253.67,95.38,55.45,77.43,117.43
2020-08-03,108.94,216.54,74.14,155.59,11.01,251.96,99.0,55.98,77.67,118.74
2020-08-04,109.67,213.29,73.67,156.94,11.23,249.83,99.13,56.0,85.04,120.2
2020-08-05,110.06,212.94,73.95,160.25,11.29,249.12,99.0,55.5,85.31,119.83
2020-08-06,113.9,216.35,75.25,161.25,11.34,265.28,99.31,55.28,86.71,120.47
2020-08-07,111.11,212.48,74.92,158.37,11.2,268.44,96.85,55.23,84.85,119.36
2020-08-10,112.73,208.25,74.84,157.41,11.17,263.0,94.57,54.94,82.24,121.41
2020-08-11,109.38,203.38,74.03,154.03,10.85,256.13,91.63,54.27,76.88,121.07
2020-08-12,113.01,209.19,75.36,158.11,11.44,259.89,103.65,54.17,82.61,121.02
2020-08-13,115.01,208.7,75.83,158.05,11.44,261.3,108.07,54.02,81.84,119.42
2020-08-14,114.91,208.9,75.23,157.4,11.56,261.24,110.05,54.2,81.3,119.65
2020-08-17,114.61,210.28,75.81,159.12,12.34,261.16,122.38,53.99,82.42,118.86
2020-08-18,115.56,211.49,77.79,165.62,12.26,262.34,125.81,55.18,81.66,119.32
2020-08-19,115.71,209.7,77.23,163.02,12.14,262.59,125.24,56.2,81.09,118.29
2020-08-20,118.28,214.58,78.81,164.87,12.14,269.01,133.46,55.26,82.77,117.63
2020-08-21,124.37,213.02,78.78,164.24,12.68,267.01,136.67,55.19,83.81,117.64
2020-08-24,125.86,213.69,79.26,165.37,12.72,271.39,134.28,56.01,83.08,120.05
2020-08-25,124.83,216.47,80.29,167.32,12.75,280.82,134.89,56.09,86.35,119.05
2020-08-26,126.52,221.15,82.21,172.09,12.77,303.91,143.54,57.49,86.02,118.6
2020-08-27,125.01,226.58,81.43,170.0,12.63,293.22,149.25,57.18,83.8,119.06
2020-08-28,124.81,228.91,81.97,170.09,13.15,293.66,147.56,57.88,85.55,119.46
2020-08-31,129.04,225.53,81.48,172.55,13.37,293.2,166.11,57.22,90.82,117.78
2020-09-01,134.18,227.27,82.75,174.96,13.82,295.44,158.35,57.66,92.18,117.87
2020-09-02,131.4,231.65,85.87,176.57,14.35,302.5,149.12,59.03,90.22,122.43
2020-09-03,120.88,217.3,81.48,168.4,13.02,291.12,135.67,57.1,82.54,118.87
2020-09-04,120.96,214.25,79.06,164.73,12.62,282.73,139.44,55.73,82.01,116.82
2020-09-08,112.82,202.66,76.18,157.49,11.91,271.16,110.07,55.32,78.69,115.78
2020-09-09,117.32,211.29,77.36,163.43,12.72,273.72,122.09,56.95,81.91,116.78
2020-09-10,113.49,205.37,76.3,158.76,12.31,268.09,123.78,57.33,78.98,115.15
2020-09-11,112.0,204.03,75.79,155.81,12.16,266.61,124.24,57.0,76.34,116.01
2020-09-14,115.36,205.41,75.44,155.15,12.87,266.15,139.87,59.46,77.9,116.62
2020-09-15,115.54,208.78,76.76,157.81,12.99,272.42,149.92,60.94,78.93,116.95
2020-09-16,112.13,205.05,75.6,153.9,12.51,263.52,147.25,60.43,76.66,118.65
2020-09-17,110.34,202.91,74.35,150.44,12.46,254.82,141.14,60.18,76.55,119.32
2020-09-18,106.84,200.39,72.55,147.75,12.19,252.53,147.38,59.75,74.93,117.26
2020-09-21,110.08,202.54,71.51,148.02,12.52,248.15,149.8,60.82,77.94,114.86
2020-09-22,111.81,207.42,72.99,156.45,12.64,254.75,141.41,60.62,77.7,115.11
2020-09-23,107.12,200.59,70.47,149.99,12.12,249.02,126.79,58.96,74.73,113.5
2020-09-24,108.22,203.19,71.14,150.99,12.35,249.53,129.26,59.3,75.82,112.8
2020-09-25,112.28,207.82,71.95,154.76,12.87,254.82,135.78,59.8,78.055,113.62
2020-09-28,114.96,209.44,72.93,158.7,13.04,256.82,140.4,59.58,79.48,116.27
2020-09-29,114.09,207.26,73.3,157.24,13.23,261.79,139.69,59.47,81.77,115.52
2020-09-30,115.81,210.33,73.28,157.44,13.53,261.9,143.0,59.7,81.99,116.21
2020-10-01,116.79,212.46,74.4,161.06,13.61,266.63,149.39,59.68,84.86,115.66
2020-10-02,113.02,206.19,72.78,156.25,13.06,259.94,138.36,58.83,81.8,115.16
2020-10-05,116.5,210.38,74.14,159.96,13.64,264.65,141.89,59.56,86.15,116.54
2020-10-06,113.16,205.91,72.55,155.0,13.74,258.66,137.99,59.51,84.48,116.5
2020-10-07,115.08,209.83,72.96,159.78,13.96,258.12,141.77,60.59,86.69,118.51
2020-10-08,114.97,210.58,74.17,159.53,13.84,263.76,141.97,60.89,86.51,125.59
2020-10-09,116.97,215.81,75.52,164.33,13.76,264.45,144.67,61.15,83.1,122.06
2020-10-12,124.4,221.4,78.23,172.15,14.23,275.75,147.43,61.46,84.29,121.51
2020-10-13,121.1,222.86,78.35,172.18,14.25,276.14,148.88,60.97,85.28,119.49
2020-10-14,121.19,220.86,78.17,168.19,14.1,271.82,153.77,60.96,84.21,120.29
2020-10-15,120.71,219.66,77.77,166.93,13.97,266.72,149.63,60.52,83.13,119.29
2020-10-16,119.02,219.66,78.39,163.64,13.81,265.93,146.56,60.29,83.17,120.28
2020-10-19,115.98,214.22,76.5,160.36,13.5,261.4,143.61,59.62,82.0,119.89
2020-10-20,117.51,214.65,77.55,160.85,13.65,267.56,140.65,59.75,81.56,112.11
2020-10-21,116.87,214.8,79.3,159.25,13.52,278.73,140.88,59.67,79.2,109.9
2020-10-22,115.75,214.89,80.33,158.82,13.36,278.12,141.93,59.69,79.42,110.57
2020-10-23,115.04,216.23,81.65,160.22,13.59,284.79,140.21,59.9,81.96,110.8
2020-10-26,115.05,210.08,79.21,160.35,13.14,277.11,140.09,57.49,82.23,107.19
2020-10-27,116.6,213.25,79.94,164.32,13.4,283.29,141.56,57.08,78.88,105.6
2020-10-28,111.2,202.68,75.54,158.14,12.63,267.67,135.34,55.59,76.4,101.87
2020-10-29,115.32,204.72,77.84,160.55,13.02,280.83,136.94,56.02,78.02,104.03
2020-10-30,108.86,202.47,80.81,151.81,12.53,263.11,129.35,56.11,75.29,106.65
2020-11-02,108.77,202.33,81.22,150.22,12.58,261.36,133.5,56.45,74.7,107.85
2020-11-03,110.44,206.43,82.28,152.42,13.02,265.3,141.3,56.8,76.58,109.04
2020-11-04,114.95,216.39,87.29,162.06,13.79,287.38,140.33,56.49,81.35,106.88
2020-11-05,119.03,223.29,88.13,166.1,14.16,294.68,146.03,56.66,83.0,109.62
2020-11-06,118.69,223.72,87.99,165.57,14.56,293.41,143.32,56.8,85.88,108.93
2020-11-09,116.32,218.39,88.07,157.19,13.63,278.77,140.42,56.84,83.12,110.35
2020-11-10,115.97,211.01,86.89,151.75,12.77,272.43,136.79,56.67,77.99,112.62
2020-11-11,119.49,216.55,87.36,156.87,13.42,276.48,139.04,57.2,81.28,111.95
2020-11-12,119.21,215.44,87.14,155.51,13.46,275.08,137.25,56.45,81.84,109.37
2020-11-13,119.26,216.51,88.61,156.44,13.3,276.95,136.17,56.91,81.43,111.61
2020-11-16,120.3,217.23,88.7,156.55,13.52,278.96,136.03,57.15,83.73,113.05
2020-11-17,119.39,214.46,88.08,156.78,13.42,275.0,147.2,57.12,83.36,112.42
2020-11-18,118.03,211.08,87.03,155.27,13.43,271.97,162.21,56.25,82.54,111.53
2020-11-19,118.64,212.42,87.93,155.85,13.44,272.94,166.42,56.45,85.54,111.93
2020-11-20,117.34,210.39,86.82,154.97,13.09,269.7,163.2,55.7,84.64,111.7
2020-11-23,113.85,210.11,86.38,154.92,13.14,268.43,173.95,56.08,85.31,114.71
2020-11-24,115.17,213.86,88.2,155.9,12.96,276.92,185.13,57.57,85.07,118.84
2020-11-25,116.03,213.87,88.21,159.25,13.23,275.59,191.33,57.41,86.71,118.63
2020-11-27,116.59,215.23,89.35,159.77,13.26,277.81,195.25,57.76,87.19,118.77
2020-11-30,119.05,214.07,87.72,158.4,13.4,276.97,189.2,57.72,92.66,117.98
2020-12-01,122.72,216.21,89.77,161.0,13.39,286.55,194.92,58.74,92.63,117.64
2020-12-02,123.08,215.37,91.25,160.18,13.54,287.52,189.61,59.08,93.74,119.03
2020-12-03,122.94,214.24,91.09,159.34,13.4,281.85,197.79,59.27,92.31,118.07
2020-12-04,122.25,214.36,91.19,158.13,13.56,279.7,199.68,59.96,94.04,121.5
2020-12-07,123.75,214.29,90.85,157.9,13.61,285.58,213.92,59.8,94.07,119.11
2020-12-08,124.38,216.01,90.57,158.86,13.35,283.4,216.63,59.03,92.92,120.07
2020-12-09,121.78,211.8,88.89,155.21,12.93,277.92,201.49,59.73,89.83,121.11
2020-12-10,123.24,210.52,88.38,155.07,12.97,277.12,209.02,59.48,91.66,119.36
2020-12-11,122.41,213.26,88.74,155.82,13.01,273.55,203.33,60.61,91.65,118.7
2020-12-14,121.78,214.2,87.61,157.85,13.31,274.19,213.28,60.76,94.78,117.99
2020-12-15,127.88,214.13,88.05,158.26,13.36,275.55,211.08,61.86,97.12,120.28
2020-12-16,127.81,219.28,87.86,162.05,13.24,275.67,207.59,62.78,96.85,119.92
2020-12-17,128.7,219.42,87.03,161.8,13.34,274.48,218.63,63.61,96.84,119.92
2020-12-18,126.66,218.59,86.31,160.08,13.27,276.4,231.67,65.06,95.92,120.21
2020-12-21,128.23,222.59,86.73,160.31,13.33,272.79,216.62,64.48,93.23,117.86
2020-12-22,131.88,223.94,86.01,160.33,13.28,267.09,213.45,65.15,93.16,118.07
2020-12-23,130.96,221.02,86.41,159.26,13.01,268.11,215.33,65.3,91.55,118.34
2020-12-24,131.97,222.75,86.71,158.63,12.99,267.4,220.59,64.96,91.81,119.1
2020-12-28,136.69,224.96,88.7,164.2,12.9,277.0,221.23,64.87,91.6,119.22
2020-12-29,134.87,224.15,87.89,166.1,12.94,276.78,222.0,64.46,90.62,118.25
2020-12-30,133.72,221.68,86.81,164.29,13.15,271.87,231.59,64.4,92.29,118.77
2020-12-31,132.69,222.42,87.63,162.85,13.06,273.16,235.22,64.69,91.71,120.24
2021-01-04,129.41,217.69,86.31,159.33,13.11,268.94,243.26,63.75,92.3,118.38
2021-01-05,131.01,217.9,87.0,160.93,13.4,270.97,245.04,62.96,92.77,120.48
2021-01-06,126.6,212.25,86.14,156.92,12.61,263.31,251.99,62.57,90.33,123.49
2021-01-07,130.92,218.29,88.72,158.11,13.34,268.74,272.01,63.07,95.16,123.21
2021-01-08,132.05,219.62,89.89,159.13,13.28,267.57,293.34,63.38,94.58,122.77
2021-01-11,128.98,217.49,87.81,155.71,13.62,256.84,270.4,63.03,97.25,122.81
2021-01-12,128.8,214.93,86.87,156.04,13.48,251.09,283.15,62.42,95.355,123.42
2021-01-13,130.89,216.34,87.36,158.29,13.53,251.64,284.8,62.06,91.78,121.23
2021-01-14,128.91,213.02,86.55,156.37,13.2,245.64,281.67,61.6,90.79,123.19
2021-01-15,127.14,212.65,86.38,155.21,12.86,251.36,275.39,61.78,88.21,122.63
2021-01-19,127.83,216.44,89.22,156.04,13.03,261.1,281.52,61.29,89.45,123.24
2021-01-20,132.03,224.34,94.0,163.17,13.37,267.48,283.48,61.56,88.75,124.25
2021-01-21,136.87,224.97,94.21,165.35,13.87,272.87,281.66,61.21,91.53,125.75
2021-01-22,139.07,225.95,94.63,164.61,13.71,274.5,282.21,60.36,92.79,113.29
2021-01-25,142.92,229.53,94.71,164.7,13.65,278.01,293.6,60.9,94.13,113.26
2021-01-26,143.16,232.33,95.4,166.31,13.44,282.05,294.36,61.8,94.71,117.0
2021-01-27,142.06,232.9,90.95,161.63,12.92,272.14,288.05,62.55,88.84,116.98
2021-01-28,137.09,238.93,92.66,161.88,13.05,265.0,278.48,61.22,87.52,114.7
2021-01-29,131.96,231.96,91.37,160.31,12.99,258.33,264.51,60.43,85.64,113.77
2021-02-01,134.14,239.65,94.65,167.14,13.24,262.01,279.94,61.51,87.66,115.14
2021-02-02,134.99,239.51,95.96,169.0,13.56,267.08,290.93,62.37,88.86,114.08
2021-02-03,133.94,243.0,102.94,165.63,13.53,266.65,284.9,62.17,87.89,113.78
2021-02-04,137.39,242.01,102.68,166.55,13.66,266.49,283.33,63.35,87.84,115.59
2021-02-05,136.76,242.2,104.44,167.61,13.59,268.1,284.08,63.6,87.9,116.33
2021-02-08,136.91,242.47,104.23,166.15,14.44,266.58,287.81,63.11,91.47,118.07
2021-02-09,136.01,243.77,103.77,165.25,14.26,269.45,283.15,63.67,90.91,116.63
2021-02-10,135.39,242.82,104.32,164.33,14.76,271.87,268.27,63.27,92.35,116.76
2021-02-11,135.13,244.49,104.44,163.11,15.25,270.39,270.55,62.7,92.66,115.49
2021-02-12,135.37,244.99,104.75,163.89,14.96,270.5,272.04,63.08,93.77,115.38
2021-02-16,133.19,243.7,105.54,163.45,15.33,273.97,265.41,62.14,91.46,114.69
2021-02-17,130.84,244.2,105.93,165.43,14.91,273.57,266.05,62.09,89.94,114.59
2021-02-18,129.71,243.79,105.29,166.41,14.83,269.39,262.46,62.07,88.64,115.32
2021-02-19,129.87,240.97,104.44,162.49,14.93,261.56,260.43,61.13,89.58,113.65
2021-02-22,126.0,234.51,102.71,159.04,14.36,260.33,238.17,64.45,85.37,115.44
2021-02-23,125.86,233.27,103.01,159.73,14.14,265.86,232.95,64.5,84.74,115.3
2021-02-24,125.35,234.55,104.19,157.98,14.5,264.31,247.34,64.7,86.94,117.69
2021-02-25,120.99,228.99,100.8,152.86,13.31,254.69,227.41,65.3,82.42,116.98
2021-02-26,121.26,232.38,101.1,154.65,13.71,257.62,225.17,64.51,84.51,113.6
2021-03-01,127.79,236.94,103.48,157.31,13.84,264.91,239.48,66.17,86.39,115.33
2021-03-02,125.12,233.87,103.22,154.73,13.41,259.0,228.81,66.66,84.13,114.93
2021-03-03,122.06,227.56,100.57,150.25,12.8,255.41,217.73,66.91,80.86,116.87
2021-03-04,120.13,226.73,101.7,148.88,12.37,257.64,207.15,65.61,77.75,114.72
2021-03-05,121.42,231.6,104.85,150.02,12.46,264.28,199.32,69.97,78.52,117.32
